epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,359658,0.87567,0.32936,0.90697,0.99823,0.99572,0.99482,0.70096,1.09677,0.39633,0.83871,0.005842,0.005842,0.005842
128,362482,0.87597,0.32975,0.90795,0.99823,0.99563,0.99482,0.70089,1.09676,0.39626,0.83871,0.005809,0.005809,0.005809
129,365344,0.87768,0.33083,0.91003,0.99823,0.99563,0.99482,0.70095,1.09672,0.39618,0.8387,0.005776,0.005776,0.005776
130,368167,0.87556,0.32902,0.90698,0.99823,0.99563,0.99482,0.70095,1.09668,0.39611,0.83869,0.005743,0.005743,0.005743
131,371005,0.87901,0.32986,0.90835,0.99823,0.99566,0.99482,0.7009,1.09661,0.39605,0.83869,0.00571,0.00571,0.00571
132,373826,0.87338,0.32857,0.90577,0.99823,0.99568,0.99483,0.70097,1.09659,0.39601,0.83869,0.005677,0.005677,0.005677
133,376660,0.87422,0.32957,0.90694,0.99828,0.99567,0.99483,0.70096,1.09654,0.39594,0.83867,0.005644,0.005644,0.005644
134,379503,0.87457,0.32836,0.90702,0.99828,0.99566,0.99483,0.7011,1.0965,0.39589,0.83866,0.005611,0.005611,0.005611
135,382327,0.87227,0.32732,0.90512,0.99828,0.99567,0.99483,0.70109,1.0965,0.39582,0.83865,0.005578,0.005578,0.005578
136,385165,0.87054,0.32672,0.9073,0.99836,0.99564,0.99483,0.70097,1.09646,0.39575,0.83864,0.005545,0.005545,0.005545
137,387997,0.87486,0.32818,0.90541,0.99843,0.99564,0.99483,0.7009,1.09643,0.39569,0.83862,0.005512,0.005512,0.005512
138,390808,0.87344,0.32829,0.90695,0.99849,0.99564,0.99484,0.7009,1.09637,0.39561,0.83862,0.005479,0.005479,0.005479
139,393625,0.87239,0.3283,0.90683,0.9985,0.99555,0.99484,0.70096,1.09634,0.39554,0.83861,0.005446,0.005446,0.005446
140,396469,0.87159,0.32733,0.90649,0.9985,0.99554,0.99484,0.70101,1.09631,0.39549,0.8386,0.005413,0.005413,0.005413
141,399333,0.8706,0.32711,0.90587,0.9985,0.99553,0.99484,0.70105,1.09626,0.39542,0.83859,0.00538,0.00538,0.00538
142,402157,0.86976,0.32784,0.90602,0.99856,0.99556,0.99484,0.70105,1.0962,0.39535,0.83859,0.005347,0.005347,0.005347
143,404997,0.87227,0.32722,0.90666,0.99856,0.99559,0.99484,0.70105,1.09613,0.39528,0.83859,0.005314,0.005314,0.005314
144,407845,0.87217,0.32829,0.90632,0.99856,0.99558,0.99484,0.70102,1.0961,0.39521,0.83858,0.005281,0.005281,0.005281
145,410687,0.87017,0.32573,0.90673,0.99861,0.99562,0.99484,0.70103,1.09605,0.39513,0.83857,0.005248,0.005248,0.005248
146,413505,0.86781,0.32542,0.90479,0.99861,0.99562,0.99484,0.70103,1.09602,0.39506,0.83856,0.005215,0.005215,0.005215
147,416352,0.86447,0.32571,0.90399,0.99861,0.99561,0.99484,0.70105,1.09598,0.39499,0.83856,0.005182,0.005182,0.005182
148,419164,0.86341,0.32563,0.9052,0.99861,0.9956,0.99484,0.70103,1.09592,0.3949,0.83854,0.005149,0.005149,0.005149
149,422001,0.86926,0.32618,0.90644,0.99861,0.99558,0.99485,0.70102,1.09588,0.39482,0.83854,0.005116,0.005116,0.005116
150,424830,0.8692,0.32528,0.90559,0.99861,0.99559,0.99485,0.70111,1.09584,0.39476,0.83852,0.005083,0.005083,0.005083
151,2857.59,0.87136,0.32584,0.90411,0.99861,0.99557,0.99485,0.70106,1.09578,0.39468,0.83851,0.00505,0.00505,0.00505
152,5728.91,0.87582,0.32775,0.90676,0.99861,0.99557,0.99485,0.70105,1.09573,0.39459,0.83849,0.005017,0.005017,0.005017
153,8606.96,0.8684,0.32685,0.90561,0.99861,0.99557,0.99485,0.70105,1.09568,0.39451,0.83848,0.004984,0.004984,0.004984
154,11445.2,0.87523,0.32824,0.90681,0.99861,0.99557,0.99485,0.7011,1.09563,0.39442,0.83847,0.004951,0.004951,0.004951
155,14290.3,0.87149,0.32725,0.90616,0.99861,0.99556,0.99485,0.70109,1.09556,0.39434,0.83846,0.004918,0.004918,0.004918
156,17148,0.87271,0.32706,0.90627,0.99861,0.99556,0.99485,0.7011,1.09559,0.39426,0.83845,0.004885,0.004885,0.004885
